model,domain,task,organization,authors,publication_date,reference,link,citations,notability_criteria,parameters,training_compute_(flop),training_dataset_size_(gradients),training_time_(hours),training_hardware,approach,confidence,epochs,model_accessibility,country,base_model,finetune_compute_(flop),hardware_quantity,last_modified,training_cloud_compute_vendor,batch_size,organization_categorization,foundation_model,training_chip-hours,training_code_accessibility,possibly_over_1e23_flop,training_compute_cost_(2023_usd),frontier_model,training_power_draw_(w),training_compute_estimation_method,year,era,notable_model,country_first,domain_group,export_controls_sum,publication_count
Seq2Seq LSTM,Language,Translation,Google,"Ilya Sutskever, Oriol Vinyals, Quoc V. Le",2014-09-10,Sequence to Sequence Learning with Neural Networks,https://arxiv.org/abs/1409.3215,20922.0,Highly cited,1920000000.0,5.6e+19,870000000.0,240.0,,,Confident,7.5,Unknown,Multinational,,,,2025-10-16 13:08:38+00:00,,,Industry,False,,,False,,True,,"Operation counting,Hardware,Third-party estimation",2014,Deep learning era,True,United States,Language,,14.573679934622133
Large regularized LSTM,Language,Language modeling,"New York University (NYU),Google Brain","Wojciech Zaremba, Ilya Sutskever, Oriol Vinyals",2014-09-08,Recurrent Neural Network Regularization,https://arxiv.org/abs/1409.2329,3224.0,,66000000.0,4.2966069e+16,929000.0,24.0,NVIDIA Tesla K20c,,Confident,55.0,Unreleased,Multinational,,,1.0,2025-09-28 01:00:10+00:00,,,"Academia, Industry",False,,Open source,False,,False,264.24675821957226,"Hardware,Operation counting",2014,Deep learning era,False,United States,Language,,14.573679934622133
VGG16,Vision,Image classification,University of Oxford,Karen Simonyan; Andrew Zisserman,2014-09-04,Very Deep Convolutional Networks for Large-Scale Image Recognition,https://arxiv.org/abs/1409.1556,103085.0,Highly cited,138000000.0,1.2291e+19,1300000.0,504.0,NVIDIA GeForce GTX Titan Black,,Confident,74.0,Unknown,United Kingdom,,,4.0,2025-10-16 15:12:26+00:00,,256.0,Academia,False,,,False,239.2376655010467,True,2137.653074766455,Hardware,2014,Deep learning era,True,United Kingdom,Vision,,4.058463724538055
VGG19,Vision,Image classification,University of Oxford,"Karen Simonyan, Andrew Zisserman",2014-09-04,Very Deep Convolutional Networks for Large-Scale Image Recognition,https://arxiv.org/abs/1409.1556,103085.0,Highly cited,144000000.0,1.1e+19,1300000.0,,,,Likely,,Unknown,United Kingdom,,,,2025-10-16 13:08:38+00:00,,,Academia,False,,,False,,True,,Third-party estimation,2014,Deep learning era,True,United Kingdom,Vision,,4.058463724538055
RNNsearch-50*,Language,Translation,"Jacobs University Bremen,University of Montreal / Université de Montréal","D Bahdanau, K Cho, Y Bengio",2014-09-01,Neural Machine Translation by Jointly Learning to Align and Translate,https://arxiv.org/abs/1409.0473,27772.0,Highly cited,,1.5552e+18,174000000.0,,NVIDIA Quadro K6000,,Confident,,Unknown,Multinational,,,,2025-10-16 13:08:38+00:00,,,Academia,False,,,False,,True,,Third-party estimation,2014,Deep learning era,True,Germany,Language,,4.871772363029665
AdClickNet,Recommendation,"Recommender system,Click-through rate prediction",Facebook,"Xinran He, Junfeng Pan, Ou Jin, Tianbing Xu, Bo Liu, Tao Xu, Yanxin Shi, Antoine Atallah, Ralf Herbrich, Stuart Bowers, Joaquin Quiñonero Candela",2014-08-24,Practical Lessons from Predicting Clicks on Ads at Facebook,https://dl.acm.org/doi/10.1145/2648584.2648589,920.0,,,,,,,,Unknown,,Unknown,United States,,,,2025-10-14 21:50:12+00:00,,,Industry,False,,,False,,False,,,2014,Deep learning era,False,United States,Recommendation,,14.573679934622133
NPD,Vision,Face detection,IEEE,"Shengcai Liao, Anil K. Jain, S. Li",2014-08-06,A Fast and Accurate Unconstrained Face Detector,https://www.semanticscholar.org/paper/A-Fast-and-Accurate-Unconstrained-Face-Detector-Liao-Jain/fb67880d99ca29125866087dad2934ccc221378a,,SOTA improvement,313856.0,,434600.0,,,,Confident,,Open weights (unrestricted),Multinational,,,,2025-09-28 01:00:10+00:00,,,Industry,False,,,False,,False,,,2014,Deep learning era,True,Multinational,Vision,,
ACF-WIDER,Vision,Face detection,Chinese Academy of Sciences,"Binh Yang, Junjie Yan, Zhen Lei, S. Li",2014-07-15,Aggregate channel features for multi-view face detection,https://arxiv.org/abs/1407.4023,,SOTA improvement,6144.0,76380000000000.0,144448.0,,,Supervised,Confident,,Unreleased,China,,,1.0,2025-09-28 01:00:10+00:00,,,Academia,False,,Unreleased,False,,False,,Hardware,2014,Deep learning era,True,China,Vision,,18.994045743343243
SmooCT,Games,Poker,University College London (UCL),"Johannes Heinrich, David Silver",2014-07-01,Self-Play Monte-Carlo Tree Search in Computer Poker,https://www.semanticscholar.org/paper/Self-play-Monte-Carlo-tree-search-in-computer-poker-Heinrich-Silver/7b687599b4425aa959036071030e1212a3b359c7,16.0,SOTA improvement,,6.9e+16,,48.0,,,Likely,,Unknown,United Kingdom,,,,2025-09-28 01:00:10+00:00,,,Academia,False,,,False,,False,,Hardware,2014,Deep learning era,True,United Kingdom,Games,,4.058463724538055
DeepFace,Vision,Face verification,"Tel Aviv University,Facebook","Y Taigman, M Yang, MA Ranzato",2014-06-23,DeepFace: Closing the Gap to Human-Level Performance in Face Verification,https://ieeexplore.ieee.org/document/6909616,6269.0,Highly cited,,,4400000.0,,,,Unknown,,Unknown,Multinational,,,,2025-10-16 13:08:52+00:00,,,"Academia, Industry",False,,,False,,False,,,2014,Deep learning era,True,Israel,Vision,,
RNN-WER,Speech,Speech recognition (ASR),"DeepMind,University of Toronto","Alex Graves, Navdeep Jaitly",2014-06-22,Towards End-To-End Speech Recognition with Recurrent Neural Networks,https://proceedings.mlr.press/v32/graves14.html,2805.0,"Highly cited,SOTA improvement",26500000.0,,,,,Supervised,Likely,,Unknown,Multinational,,,,2025-09-28 01:00:10+00:00,,,"Academia, Industry",False,,,False,,False,,,2014,Deep learning era,True,United Kingdom,Audio,,4.058463724538055
Fragment embedding,Vision,"Entity embedding,Semantic segmentation",Stanford University,"A. Karpathy, Armand Joulin, Li Fei-Fei",2014-06-21,Deep Fragment Embeddings for Bidirectional Image Sentence Mapping,https://www.semanticscholar.org/paper/Deep-Fragment-Embeddings-for-Bidirectional-Image-Karpathy-Joulin/7f1b111f0bb703b0bd97aba505728a9b0d9b2a54,,SOTA improvement,144496000.0,,15000000.0,,,,Likely,20.0,Unknown,United States,,,,2025-09-28 01:00:10+00:00,,,Academia,False,,,False,,False,,,2014,Deep learning era,True,United States,Vision,,14.573679934622133
SPPNet,Vision,Image classification,"Microsoft,Xi’an Jiaotong University,University of Science and Technology of China (USTC)","Kaiming He, Xiangyu Zhang, Shaoqing Ren, Jian Sun",2014-06-18,Spatial Pyramid Pooling in Deep Convolutional Networks for Visual Recognition,https://arxiv.org/abs/1406.4729,11560.0,Highly cited,,3.411072e+18,1280000.0,672.0,NVIDIA GeForce GTX TITAN,,Confident,,Unknown,Multinational,,,,2025-10-16 15:12:24+00:00,,,"Academia, Industry",False,,,False,51.65209223027738,True,,Hardware,2014,Deep learning era,True,United States,Vision,,14.573679934622133
GANs,Image generation,Image generation,University of Montreal / Université de Montréal,"Ian J. Goodfellow, Jean Pouget-Abadie, Mehdi Mirza, Bing Xu, David Warde-Farley, Sherjil Ozair, Aaron Courville, Yoshua Bengio",2014-06-10,Generative Adversarial Networks,https://arxiv.org/abs/1406.2661,36870.0,Highly cited,,5.184e+17,120000.0,,,,Speculative,,Unknown,Canada,,,,2025-09-28 01:00:10+00:00,,,Academia,False,,,False,,False,,Third-party estimation,2014,Deep learning era,True,Canada,Vision,,2.0300615345732504
Two-stream ConvNets for action recognition,Video,Video classification,University of Oxford,"Karen Simonyan, Andrew Zisserman",2014-06-09,Two-Stream Convolutional Networks for Action Recognition in Videos,https://arxiv.org/abs/1406.2199,7681.0,Highly cited,,,1289500.0,,,,Unknown,,Unknown,United Kingdom,,,,2025-10-16 13:08:52+00:00,,,Academia,False,,,False,,False,,,2014,Deep learning era,True,United Kingdom,Vision,,4.058463724538055
GRUs,Language,"Language modeling,Translation","University of Montreal / Université de Montréal,Jacobs University,University of Maine","Kyunghyun Cho, Bart van Merrienboer, Caglar Gulcehre, Dzmitry Bahdanau, Fethi Bougares, Holger Schwenk, Yoshua Bengio",2014-06-03,Learning Phrase Representations using RNN Encoder-Decoder for Statistical Machine Translation,https://arxiv.org/abs/1406.1078,24048.0,Highly cited,,,,,,,Unknown,,Unknown,Multinational,,,,2025-10-16 13:08:52+00:00,,,Academia,False,,,False,,False,,,2014,Deep learning era,True,Canada,Language,,2.0300615345732504
Dropout: SVHN,Vision,"Image classification,Digit recognition",University of Toronto,"Nitish Shrivasta, Geoffrey Hinton, Alex Krizhevsky, Ilya Sutskever, Ruslan Salakhutdinov",2014-06-01,Dropout: A Simple Way to Prevent Neural Networks from Overfitting,https://jmlr.org/papers/v15/srivastava14a.html,40747.0,"Highly cited,SOTA improvement",47795232.0,,600000.0,,,,Confident,,Unreleased,Canada,,,,2025-10-16 13:08:52+00:00,,,Academia,False,,Open (non-commercial),False,,False,,,2014,Deep learning era,True,Canada,Vision,,2.0300615345732504
AdaRNN,Language,Sentiment classification,Beihang University,"Li Dong, Furu Wei, Chuanqi Tan, Duyu Tang, M. Zhou, Ke Xu",2014-06-01,Adaptive Recursive Neural Network for Target-dependent Twitter Sentiment Classification,https://www.semanticscholar.org/paper/Adaptive-Recursive-Neural-Network-for-Twitter-Dong-Wei/06e122f475a21d92dba137609c40f35690217475,,Highly cited,13040.0,,6248.0,,,,Confident,,Unknown,China,,,,2025-09-28 01:00:10+00:00,,,Academia,False,,,False,,False,,,2014,Deep learning era,True,China,Language,,18.994045743343243
Paragraph Vector,Language,Language modeling,Google,"Quoc V. Le, Tomas Mikolov",2014-05-14,Distributed Representations of Sentences and Documents,https://www.semanticscholar.org/paper/Distributed-Representations-of-Sentences-and-Le-Mikolov/f3de86aeb442216a8391befcacb49e58b478f512,,Highly cited,32000000.0,,16500000.0,,,,Confident,,Unknown,Multinational,,,,2025-09-28 01:00:10+00:00,,,Industry,False,,,False,,False,,,2014,Deep learning era,True,United States,Language,,14.573679934622133
Clockwork RNN (CW-RNN),Speech,Audio classification,"IDSIA,SUPSI","Jan Koutník, Klaus Greff, Faustino Gomez, Jürgen Schmidhuber",2014-02-14,A Clockwork RNN,https://arxiv.org/abs/1402.3511,,,10000.0,,,,,,Confident,,Unreleased,Switzerland,,,,2025-10-20 18:28:05+00:00,,,Academia,False,,Unreleased,False,,False,,,2014,Deep learning era,False,Switzerland,Audio,,
SPN-4,Language,Language modeling,"Singapore University of Technology & Design,DSO National Laboratories","W. Cheng, Stanley Kok, Hoai Vu Pham, Hai Leong Chieu, K. M. A. Chai",2014-01-01,Language modeling with sum-product networks,https://www.isca-archive.org/interspeech_2014/cheng14_interspeech.html,,,,,,,,,Unknown,,Unreleased,Singapore,,,,2025-09-28 01:00:10+00:00,,,"Academia, Government",False,,Open (non-commercial),False,,False,,,2014,Deep learning era,False,Singapore,Language,,
OverFeat,Vision,Image classification,New York University (NYU),"Pierre Sermanet, David Eigen, Xiang Zhang, Michael Mathieu, Rob Fergus, Yann LeCun",2013-12-21,"OverFeat: Integrated Recognition, Localization and Detection using Convolutional Networks",https://arxiv.org/abs/1312.6229,5148.0,Highly cited,144000000.0,,,,NVIDIA Tesla K20X,,Confident,80.0,Unknown,United States,,,,2025-09-28 01:00:10+00:00,,,Academia,False,,,False,,False,,,2013,Deep learning era,True,United States,Vision,,14.921197316125312
Image generation,Vision,Image clustering,University of Amsterdam,"DP Kingma, M Welling",2013-12-20,Auto-Encoding Variational Bayes,https://arxiv.org/abs/1312.6114,21760.0,Highly cited,784000.0,475200000000000.0,47040000.0,,,,Confident,,Unknown,Netherlands,,,,2025-09-28 01:00:10+00:00,,,Academia,False,,,False,,False,,Third-party estimation,2013,Deep learning era,True,Netherlands,Vision,,
DQN,Games,Atari,DeepMind,"V Mnih, K Kavukcuoglu, D Silver, A Graves",2013-12-19,Playing Atari with Deep Reinforcement Learning,https://arxiv.org/abs/1312.5602,12706.0,"Highly cited,SOTA improvement",836096.0,2846883840000000.0,160000000.0,,,,Confident,,Unknown,United Kingdom,,,,2025-10-16 13:08:51+00:00,,,Industry,False,,,False,,False,,Operation counting,2013,Deep learning era,True,United Kingdom,Games,,4.1655616016897605
Network in Network,Vision,Image classification,National University of Singapore,"M Lin, Q Chen, S Yan",2013-12-16,Network In Network,https://arxiv.org/abs/1312.4400,6375.0,Highly cited,,,630420.0,,,,Unknown,,Unknown,Singapore,,,,2025-10-16 13:08:52+00:00,,,Academia,False,,,False,,False,,,2013,Deep learning era,True,Singapore,Vision,,
Deep RNN (PTB),Language,Language modeling,MetaMind Inc,"Stephen Merity, Caiming Xiong, James Bradbury, Richard Socher",2013-12-11,Pointer Sentinel Mixture Models,https://arxiv.org/abs/1609.07843,3197.0,,6000000.0,,,,,,Confident,,Unreleased,United States,,,,2025-10-16 13:07:57+00:00,,,Industry,False,,Unreleased,False,,False,,,2013,Deep learning era,False,United States,Language,,14.921197316125312
RNN for 1B words,Language,Language modeling,Google,"Ciprian Chelba, Tomas Mikolov, Mike Schuster, Qi Ge, Thorsten Brants, Phillipp Koehn, Tony Robinson",2013-12-11,One Billion Word Benchmark for Measuring Progress in Statistical Language Modeling,https://arxiv.org/abs/1312.3005,1205.0,"Highly cited,SOTA improvement",20000000000.0,,1000000000.0,240.0,,,Speculative,,Unknown,Multinational,,,24.0,2025-09-28 01:00:10+00:00,,,Industry,False,5760.0,,False,,False,,,2013,Deep learning era,True,United States,Language,,14.921197316125312
TransE,Language,Entity embedding,"Universite de Technologie de Compiègne – CNRS,Google","Antoine Bordes, Nicolas Usunier, Alberto Garcia- Duran, Jason Weston, and Oksana Yakhnenko",2013-12-05,Translating Embeddings for Modeling Multi- relational Data,https://papers.nips.cc/paper/2013/hash/1cecc7a77928ca8133fa24680a88d2f9-Abstract.html,7874.0,Highly cited,942000000.0,1.340928e+18,17500000.0,,,,Speculative,,Unknown,Multinational,,,,2025-10-16 15:12:24+00:00,,,"Academia, Industry",False,,,False,30.028097313317172,True,,Hardware,2013,Deep learning era,True,France,Language,,4.025035961389886
DeViSE,Vision,Semantic embedding,Google,"Andrea Frome, G. Corrado, Jonathon Shlens, Samy Bengio, J. Dean, Marc'Aurelio Ranzato, Tomas Mikolov",2013-12-05,DeViSE: A Deep Visual-Semantic Embedding Model,https://www.semanticscholar.org/paper/DeViSE%3A-A-Deep-Visual-Semantic-Embedding-Model-Frome-Corrado/4aa4069693bee00d1b0759ca3df35e59284e9845,,"Highly cited,SOTA improvement",,,5401200000.0,,,,Confident,,Unknown,Multinational,,,,2025-09-28 01:00:10+00:00,,,Industry,False,,,False,,False,,,2013,Deep learning era,True,United States,Vision,,14.921197316125312
TensorReasoner,Language,Language modeling,Stanford University,"R Socher, D Chen, CD Manning, A Ng",2013-12-01,Reasoning With Neural Tensor Networks for Knowledge Base Completion,https://papers.nips.cc/paper/2013/hash/b337e84de8752b27eda3a12363109e80-Abstract.html,2015.0,,,,316232.0,,,,Unknown,,Unknown,United States,,,,2025-10-16 13:08:52+00:00,,,Academia,False,,,False,,False,,,2013,Deep learning era,False,United States,Language,,14.921197316125312
Visualizing CNNs,Vision,Image classification,New York University (NYU),"MD Zeiler, R Fergus",2013-11-12,Visualizing and Understanding Convolutional Networks,https://arxiv.org/abs/1311.2901,16185.0,Highly cited,,5.32e+17,7680000.0,,NVIDIA GeForce GTX 580,,Confident,,Unknown,United States,,,,2025-10-16 15:12:25+00:00,,,Academia,False,,,False,12.994002368456531,True,,"Hardware,Third-party estimation",2013,Deep learning era,True,United States,Vision,,14.921197316125312
Word2Vec (large),Language,Semantic embedding,Google,"T Mikolov, I Sutskever, K Chen, GS Corrado",2013-10-16,Distributed Representations of Words and Phrases and their Compositionality,https://arxiv.org/abs/1310.4546,33992.0,Highly cited,692000000.0,3.888e+16,330000000000.0,24.0,,,Likely,,Unknown,Multinational,,,,2025-10-16 13:08:52+00:00,,,Industry,False,,,False,,False,,Third-party estimation,2013,Deep learning era,True,United States,Language,,14.921197316125312
RNTN,Language,Sentiment classification,Stanford University,"R. Socher, Alex Perelygin, Jean Wu, Jason Chuang, Christopher D. Manning, A. Ng, Christopher Potts",2013-10-01,Recursive Deep Models for Semantic Compositionality Over a Sentiment Treebank,https://www.semanticscholar.org/paper/Recursive-Deep-Models-for-Semantic-Compositionality-Socher-Perelygin/687bac2d3320083eb4530bf18bb8f8f721477600,,Highly cited,,1.422e+16,155063.0,5.0,,,Likely,,Unreleased,United States,,,,2025-09-28 01:00:10+00:00,,,Academia,False,,Unreleased,False,,False,,,2013,Deep learning era,True,United States,Language,,14.921197316125312
RCTM,Language,Translation,University of Oxford,"Nal Kalchbrenner, Phil Blunsom",2013-10-01,Recurrent Continuous Translation Models,https://www.semanticscholar.org/paper/Recurrent-Continuous-Translation-Models-Kalchbrenner-Blunsom/944a1cfd79dbfb6fef460360a0765ba790f4027a,,Highly cited,,9331200000000000.0,4500000.0,15.0,,,Likely,,Unknown,United Kingdom,,,3.0,2025-09-28 01:00:10+00:00,,,Academia,False,,,False,,False,,Hardware,2013,Deep learning era,True,United Kingdom,Language,,4.1655616016897605
Mitosis,"Vision,Medicine",Object detection,IDSIA,"Dan C. Cireşan, Alessandro Giusti, Luca M. Gambardella, Jürgen Schmidhuber",2013-09-22,Mitosis Detection in Breast Cancer Histology Images with Deep Neural Networks,https://link.springer.com/chapter/10.1007/978-3-642-40763-5_51,1523.0,,37230.0,1.37e+17,1000000.0,24.0,,,Likely,,Unknown,Switzerland,,,,2025-10-14 21:50:25+00:00,,,Academia,False,,,False,,False,,Hardware,2013,Deep learning era,False,Switzerland,Multimodal,,
RNN+weight noise+dynamic eval,Language,Language modeling,University of Toronto,Alex Graves,2013-08-04,Generating Sequences With Recurrent Neural Networks,https://arxiv.org/abs/1308.0850,4734.0,,54000000.0,4210000000000000.0,929000.0,,,,Confident,14.0,Unreleased,Canada,,,,2025-09-28 01:00:10+00:00,,,Academia,False,,Unreleased,False,,False,,Operation counting,2013,Deep learning era,False,Canada,Language,,2.331811226802605
Hierarchical Scene Labeling (Stanford Background),Vision,Semantic segmentation,New York University (NYU),Clement Farabet; Camille Couprie; Laurent Najman; Yann LeCun,2013-08-01,Learning Hierarchical Features for Scene Labeling,https://ieeexplore.ieee.org/document/6338939,,"Highly cited,Historical significance",51609600.0,2.3774688e+17,71380800.0,,,Supervised,Confident,,Unreleased,United States,,,1.0,2025-09-28 01:00:10+00:00,,,Academia,False,,,False,,False,,Operation counting,2013,Deep learning era,True,United States,Vision,,14.921197316125312
Fisher Vector image classifier,Vision,Image classification,"Universidad Nacional de Cordoba,Inteligent Systems Lab Amsterdam,University of Amsterdam,LEAR Team,INRIA,Xerox Research Centre Europe (XRCE)","orge Sanchez, Florent Perronnin, Thomas Mensink, Jakob Verbeek",2013-06-12,Image Classification with the Fisher Vector: Theory and Practice,https://hal.inria.fr/hal-00830491v2/document,1707.0,,,90842400000000.0,,2.0,,,Confident,,Unknown,Multinational,,,,2025-09-28 01:00:10+00:00,,,"Academia, Industry",False,,,False,,False,,Hardware,2013,Deep learning era,False,Argentina,Vision,,
SemVec,Language,Language Structure Modeling,Microsoft Research,"T Mikolov, W Yih, G Zweig",2013-06-09,Linguistic Regularities in Continuous Space Word Representations,https://www.aclweb.org/anthology/N13-1090/,3760.0,,,,320000000.0,,,,Unknown,,Unknown,Multinational,,,,2025-10-16 13:08:51+00:00,,,Industry,False,,,False,,False,,,2013,Deep learning era,False,United States,Language,,14.921197316125312
Multilingual DNN,Speech,Speech recognition (ASR),Google,"G. Heigold, Vincent Vanhoucke, A. Senior, Patrick Nguyen, Marc'Aurelio Ranzato, M. Devin, J. Dean",2013-05-26,Multilingual acoustic models using distributed deep neural networks,https://www.semanticscholar.org/paper/Multilingual-acoustic-models-using-distributed-deep-Heigold-Vanhoucke/a41b826d23957d6ad4e9e794d20a583a9b567c5d,,"SOTA improvement,Training cost",206899200.0,,3103200000.0,672.0,,Supervised,Confident,,Unknown,Multinational,,,,2025-09-28 01:00:10+00:00,,,Industry,False,,,False,,False,,,2013,Deep learning era,True,United States,Audio,,14.921197316125312
ReLU-Speech,Speech,Speech recognition (ASR),"Google,University of Toronto,New York University (NYU)","Matthew D. Zeiler, Marc'Aurelio Ranzato, R. Monga, Mark Z. Mao, K. Yang, Quoc V. Le, Patrick Nguyen, A. Senior, Vincent Vanhoucke, J. Dean, Geoffrey E. Hinton",2013-05-26,On rectified linear units for speech processing,https://www.semanticscholar.org/paper/On-rectified-linear-units-for-speech-processing-Zeiler-Ranzato/64da1980714cfc130632c5b92b9d98c2f6763de6,,"Training cost,SOTA improvement",101706240.0,1.2773376e+17,,168.0,,,Likely,,Unknown,Multinational,,,,2025-09-28 01:00:10+00:00,,,"Academia, Industry",False,,,False,,False,,Hardware,2013,Deep learning era,True,United States,Audio,,14.921197316125312
Selective Search,Vision,"Object detection,Image segmentation","University of Trento,University of Amsterdam","JRR Uijlings, KEA Van De Sande, T Gevers",2013-04-02,Selective search for object recognition,https://link.springer.com/article/10.1007/s11263-013-0620-5,5642.0,Highly cited,,,,,,,Unknown,,Unknown,Multinational,,,,2025-09-28 01:00:10+00:00,,,Academia,False,,,False,,False,,,2013,Deep learning era,True,Italy,Vision,,
Maxout Networks,Vision,Image classification,University of Montreal / Université de Montréal," Ian J. Goodfellow, David Warde-Farley, Mehdi Mirza, Aaron Courville, Yoshua Bengio",2013-02-18,Maxout Networks ,https://arxiv.org/abs/1302.4389,2576.0,,,,604388.0,,,,Unknown,,Unknown,Canada,,,,2025-09-28 01:00:10+00:00,,,Academia,False,,,False,,False,,,2013,Deep learning era,False,Canada,Vision,,2.331811226802605
Textual Imager,Vision,Object recognition,Stanford University,"R Socher, M Ganjoo, H Sridhar, O Bastani",2013-01-16,Zero-Shot Learning Through Cross-Modal Transfer,https://arxiv.org/abs/1301.3666,1482.0,,,,,,,,Unknown,,Unknown,United States,,,,2025-10-14 18:03:40+00:00,,,Academia,False,,,False,,False,,,2013,Deep learning era,False,United States,Vision,,14.921197316125312
DistBelief NNLM,Language,Semantic embedding,Google,"Tomas Mikolov, Kai Chen, G. Corrado, J. Dean",2013-01-16,Efficient Estimation of Word Representations in Vector Space,https://arxiv.org/abs/1301.3781,41000.0,"Highly cited,SOTA improvement",,2.612736e+18,6000000000.0,336.0,,,Likely,,Unknown,Multinational,,,180.0,2025-10-16 15:12:24+00:00,,,Industry,False,,,False,3255.18396377876,True,,Hardware,2013,Deep learning era,True,United States,Language,,14.921197316125312
RNN (SGD+CLR),Audio,"Language modeling,Audio generation",University of Montreal / Université de Montréal,"Yoshua Bengio, Nicolas Boulanger-Lewandowski and Razvan Pascanu",2012-12-14,Advances in Optimizing Recurrent Networks,https://arxiv.org/abs/1212.0901,647.0,,195600.0,,,,,,Speculative,,Unknown,Canada,,,,2025-09-28 01:00:10+00:00,,,Academia,False,,,False,,False,,,2012,Deep learning era,False,Canada,Audio,,2.23608397024227
DistBelief Speech,Speech,Speech recognition (ASR),Google,"J. Dean, G. Corrado, R. Monga, Kai Chen, M. Devin, Quoc V. Le, Mark Z. Mao, Marc'Aurelio Ranzato, A. Senior, P. Tucker, Ke Yang, A. Ng",2012-12-03,Large Scale Distributed Deep Networks,https://www.semanticscholar.org/paper/Large-Scale-Distributed-Deep-Networks-Dean-Corrado/3127190433230b3dc1abd0680bb58dced4bcd90e,,Highly cited,47185920.0,3.114e+17,1100000000.0,120.0,,,Speculative,,Unknown,Multinational,,,,2025-09-28 01:00:10+00:00,,,Industry,False,,,False,,False,,Operation counting,2012,Deep learning era,True,United States,Audio,,14.994436962921275
DistBelief Vision,Vision,Image classification,Google,"J. Dean, G. Corrado, R. Monga, Kai Chen, M. Devin, Quoc V. Le, Mark Z. Mao, Marc'Aurelio Ranzato, A. Senior, P. Tucker, Ke Yang, A. Ng",2012-12-03,Large Scale Distributed Deep Networks,https://www.semanticscholar.org/paper/Large-Scale-Distributed-Deep-Networks-Dean-Corrado/3127190433230b3dc1abd0680bb58dced4bcd90e,,"SOTA improvement,Highly cited",1700000000.0,,16000000.0,,,,Likely,,Unknown,Multinational,,,,2025-09-28 01:00:10+00:00,,,Industry,False,,,False,,False,,,2012,Deep learning era,True,United States,Vision,,14.994436962921275
DNN EM segmentation,Vision,Image segmentation,"IDSIA,SUPSI","D. Ciresan, A. Giusti, L. Gambardella, J. Schmidhuber",2012-12-03,Deep Neural Networks Segment Neuronal Membranes in Electron Microscopy Images,https://www.semanticscholar.org/paper/Deep-Neural-Networks-Segment-Neuronal-Membranes-in-Ciresan-Giusti/09193e19b59fc8f05bee9d6efbfb1607ca5b6501,,"Historical significance,Highly cited",218896.0,4.78e+17,3000000.0,17.0,NVIDIA GeForce GTX 580,Supervised,Confident,30.0,Unreleased,Switzerland,,,4.0,2025-10-16 15:12:26+00:00,,,Academia,False,,Unreleased,False,3.9045853984413377,True,2116.2977934480996,"Operation counting,Hardware",2012,Deep learning era,True,Switzerland,Vision,,
Bayesian automated hyperparameter tuning,Other,Mathematical simulation,"University of Toronto,University of Sherbrooke,Harvard University","J Snoek, H Larochelle, RP Adams",2012-12-02,Practical Bayesian optimization of machine learning algorithms,https://arxiv.org/abs/1206.2944,8309.0,Highly cited,,,50000.0,,,,Unknown,,Unknown,Multinational,,,,2025-10-14 18:03:40+00:00,,,Academia,False,,,False,,False,,,2012,Deep learning era,True,Canada,,,2.23608397024227
RNN+LDA,Language,Language modeling,Microsoft Research,"Tomas Mikolov, Geoffrey Zweig",2012-12-01,Context dependent recurrent neural network language model,https://www.microsoft.com/en-us/research/wp-content/uploads/2016/02/rnn_ctxt.pdf,,,,,,,,,Unknown,,Unreleased,Multinational,,,,2025-09-28 01:00:10+00:00,,,Industry,False,,Unreleased,False,,False,,,2012,Deep learning era,False,United States,Language,,14.994436962921275
RNN+LSA+KN5+cache (model combination w/ linear extrapolation),Language,Language modeling,Microsoft Research,"Tomas Mikolov, Geoffrey Zweig",2012-12-01,Context dependent recurrent neural network language model,https://www.microsoft.com/en-us/research/wp-content/uploads/2016/02/rnn_ctxt.pdf,,,,,,,,,Unknown,,Unreleased,Multinational,,,,2025-09-28 01:00:10+00:00,,,Industry,False,,Unreleased,False,,False,,,2012,Deep learning era,False,United States,Language,,14.994436962921275
RNN,Language,Language modeling,Microsoft Research,"Tomas Mikolov, Geoffrey Zweig",2012-12-01,Context dependent recurrent neural network language model,https://www.microsoft.com/en-us/research/wp-content/uploads/2016/02/rnn_ctxt.pdf,,,,,,,,,Unknown,,Unreleased,Multinational,,,,2025-09-28 01:00:10+00:00,,,Industry,False,,Unreleased,False,,False,,,2012,Deep learning era,False,United States,Language,,14.994436962921275
AlexNet,Vision,Image classification,University of Toronto,"Alex Krizhevsky, Ilya Sutskever, Geoffrey Hinton",2012-09-30,ImageNet Classification with Deep Convolutional Neural Networks,https://proceedings.neurips.cc/paper/2012/hash/c399862d3b9d6b76c8436e924a68c45b-Abstract.html,122860.0,"Highly cited,Historical significance",60000000.0,4.7e+17,2457600000.0,132.0,NVIDIA GeForce GTX 580,,Confident,,Unknown,Canada,,,,2025-10-16 15:12:26+00:00,,,Academia,False,,,False,15.56975299843643,True,,"Operation counting,Hardware,Third-party estimation",2012,Deep learning era,True,Canada,Vision,,2.23608397024227
